id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Gnai3	406.274854678529	0.267179411376401	0.128331219323207	2.08195178683294	0.0373468737917945	0.103061509511903
Pbsn	0	NA	NA	NA	NA	NA
Cdc45	59.7446145825568	-0.280567435163294	0.199643701870141	-1.40534077727025	0.159919968199538	0.306055250930606
H19	6547.04726894594	0.679392585887887	0.45955468583903	1.47837157757947	0.139308348657243	0.276597735680298
Scml2	1.73483130737695	0.621251167068448	1.11126958442064	0.559046315833739	0.576130111271526	0.729003446308972
Apoh	14.2039893470894	0.0148992220123948	0.409202680222768	0.036410372493855	0.970955143610541	0.984255281396811
Narf	3129.51410161842	-0.0256997322147519	0.115255404338993	-0.222980712810333	0.823550517565752	0.901244741539824
Cav2	637.919941114503	0.179871336208602	0.133687046518147	1.34546570436939	0.178474889370129	0.331598749773556
Klf6	1090.89091051248	0.31602635927261	0.16192364828133	1.95169984512416	0.0509738510136054	0.130550227766075
Scmh1	847.764521321979	-0.201221708632455	0.072829179033576	-2.76292704795816	0.0057285568597983	0.0227713264395952
Cox5a	8995.09342928841	-0.340472458897453	0.127552542293184	-2.66927222912473	0.00760158112989764	0.0286940039622467
Tbx2	94.5058489081449	-0.639935493364428	0.213348235780716	-2.99948809523866	0.00270433691750413	0.0122894211586246
Tbx4	42.6546160814499	-0.251358074571251	0.32125552336552	-0.782424133717569	0.433965355204974	0.607223283520048
Zfy2	0	NA	NA	NA	NA	NA
Ngfr	32.3551909875002	0.303381966976636	0.289525408267385	1.04785956020984	0.294703316451003	0.469643456212525
Wnt3	0.609634042366812	-0.368840335892963	2.43439005514523	-0.151512423045517	0.879571511793211	NA
Wnt9a	349.005473453811	-0.197235380139906	0.108877992561185	-1.81152660423149	0.0700593746843699	0.165957704940807
Fer	218.906757258704	0.377940509604295	0.122239207306371	3.09181086766257	0.00198939557279148	0.00946610609189424
Xpo6	1037.36837963267	0.0646852025232715	0.0757588473167496	0.853830342122564	0.39319899993507	0.569452525380292
Tfe3	303.16325690503	-0.0225964644077944	0.114868384317136	-0.196716133356665	0.844049684189681	0.91333196360761
Axin2	248.642532621266	-0.0612924258171498	0.132226870894139	-0.463539864497137	0.642977447356667	0.780041158835421
Brat1	167.221928247136	-0.500521510863365	0.131185041608724	-3.81538554034411	0.00013597047180637	0.000936690239824822
Gna12	638.183905309981	-0.230265218915878	0.0783346825288811	-2.9395053567873	0.00328736588088548	0.0144312255269678
Slc22a18	4.39784802819876	-0.632827935805473	0.950211245304752	-0.665986578176637	0.505419679399469	0.668909992115148
Itgb2l	1.78482326080211	1.13779439032659	1.84428653584241	0.616929293910874	0.53728136381474	0.696271486016835
Igsf5	0	NA	NA	NA	NA	NA
Pih1d2	8.30871299157214	0.00107903101921955	0.520840817036105	0.00207170978910579	0.998347015927238	0.999272767056086
Dlat	4987.18806096584	0.0335188064058253	0.157366392242797	0.212998505768054	0.831328128166705	0.906161939520825
Sdhd	5554.2819897525	-0.464966477153633	0.104885128331588	-4.43310204744824	9.28868736901231e-06	8.49523812119429e-05
Fgf23	0.588437492888788	-0.368660734477843	2.11610683510733	-0.174216503799131	0.861695315718952	NA
Fgf6	138.150828792911	-0.381597484964045	0.21238704560694	-1.79670791066165	0.0723820024485238	0.17024041105944
Ccnd2	279.753648017723	0.491700634165883	0.157853131706487	3.11492479655173	0.00183991812815477	0.00884741247923939
Gpr107	1023.12100677322	-0.0945398495680979	0.0603893016396803	-1.56550658810696	0.117464173850953	0.244095332653818
Nalcn	9.97470610562638	0.419975179759308	0.496079495509176	0.846588467294432	0.397224544320844	0.573153273434788
Btbd17	3.04437074944706	1.76003599783764	1.13957845855951	1.54446232694011	0.122476371013906	0.251792226726113
Slfn4	20.8052953336826	1.59424457650705	0.535400967173223	2.97766473027541	0.00290453514409005	0.013028335058687
Th	0.729728047661346	-0.764627229494584	2.01118433935573	-0.380187541505781	0.703806206598129	NA
Ins2	0	NA	NA	NA	NA	NA
Scnn1g	0	NA	NA	NA	NA	NA
Drp2	310.46937727241	-0.0555774402521443	0.192182191046268	-0.289191417527153	0.77243489922154	0.868674296150795
Tspan32	11.3207896711682	1.31948301066495	0.489203914025752	2.69720452521868	0.00699243088286191	0.0268139396809693
Lhx2	1.00172227126127	0.228196858540092	1.50665116011934	0.151459650767479	0.879613137613437	NA
Clec2g	0.79709480357848	2.2604414270348	1.72874806661249	1.30755977154275	0.191022669114305	NA
Gmpr	3103.63416092672	-0.322583814187012	0.098480922991505	-3.27559698252258	0.00105438905612433	0.00544756611938889
Glra1	0.131535104227132	0.92533282990123	3.5338115409304	0.261851210565011	0.793436155750708	NA
Mid2	154.273153633373	0.520882326525506	0.129245056710633	4.03019148106924	5.57314344924823e-05	0.000423780197285051
Trim25	437.780411857242	0.12458012216627	0.124198043973011	1.00307636240505	0.315824018591542	0.492552803962849
Dgke	236.515824246021	-0.208773806400567	0.128158515387651	-1.62902797187586	0.10330709759741	0.222021780630938
Scpep1	237.238562212214	-0.2126591894359	0.126297713831852	-1.68379286515848	0.0922217065788682	0.20433290128116
Mnt	335.495552701377	-0.0901133183973889	0.113544867354335	-0.793636211808461	0.427407244994715	0.600749372620364
Itgb2	61.3682345699294	1.0347264610519	0.519433040996587	1.9920305013071	0.0463677113817476	0.121562808595524
Hddc2	173.101928084469	-0.631465946449908	0.132219758503456	-4.77588186211519	1.78921414856996e-06	1.93463764623233e-05
Tpd52l1	561.368916315723	-0.194613984813374	0.0859149944596564	-2.2651923105781	0.0235008808079028	0.0715049099536342
Pemt	21.9369469094913	-0.826181868866552	0.358887527051876	-2.30206347836416	0.0213315926429638	0.0662620614750658
Cdh1	15.724874145529	-0.188871049133452	0.454588481310995	-0.415476979506309	0.677792763935	0.806238425841278
Cdh4	121.654575040113	0.570389417018929	0.280850431091493	2.03093659070479	0.0422614273576288	0.113468112242577
Ckmt1	0.263070208454264	1.66000933962914	3.5292553076582	0.470356830243213	0.638100101347782	NA
Bcl6b	165.648368401326	0.615200300805571	0.289507405448118	2.12498985942458	0.0335874590556099	0.0946584765869882
Clec10a	80.9168142673069	-0.251151949226661	0.280942603247075	-0.893961778398504	0.371342341683033	0.548867614169418
Alox12	57.1249425601183	-0.0157358213548786	0.340195389364684	-0.0462552457993781	0.963106809779836	0.979985307122051
Comt	739.984138880269	-0.191580813804074	0.0791247287547156	-2.42125081272594	0.015467201357522	0.0511612837630398
Rtca	507.706762574007	-0.151169663483272	0.114006689730348	-1.32597186920191	0.18484901543968	0.339198021019051
Dbt	823.061952903011	0.119294190954014	0.129212193525261	0.923242518367213	0.355880835791339	0.533283084755471
Dazap2	1907.05532212053	-0.201653273111361	0.0482426183304843	-4.1799819348515	2.91532254536804e-05	0.000237656484271582
Mcts1	448.197469697192	-0.249270411372889	0.104362609178904	-2.38850305999513	0.0169171674470817	0.0549744987402858
Rem1	53.5946846734256	-0.382832102780067	0.236424576112329	-1.61925680094348	0.105392021226564	0.225282797943515
